Image_URL,Barcode,CountryName,MinimumDate,MaximumDate,collectorName1,verbatimCollector1,HUH_BotanistID_1,Top_Primary_tested_name,Top_Primary_master_name,Top_Primary_master_irn,Top_Primary_id_match,Top_Primary_name_match,Top_Primary_FM_Country_match,Top_Primary_FM_Date_match,Top_Primary_FM_Team_match,Top_Primary_HUH_Country_match,Top_Primary_HUH_Date_match,Top_Primary_HUH_Team_match,Top_Primary_score,collectorName2,verbatimCollector2,HUH_BotanistID_2,Top_Sec2_tested_name,Top_Sec2_master_name,Top_Sec2_master_irn,Top_Sec2_id_match,Top_Sec2_name_match,Top_Sec2_FM_Country_match,Top_Sec2_FM_Date_match,Top_Sec2_FM_Team_match,Top_Sec2_HUH_Country_match,Top_Sec2_HUH_Date_match,Top_Sec2_HUH_Team_match,Top_Sec2_score,collectorName3,verbatimCollector3,HUH_BotanistID_3,Top_Sec3_tested_name,Top_Sec3_master_name,Top_Sec3_master_irn,Top_Sec3_id_match,Top_Sec3_name_match,Top_Sec3_FM_Country_match,Top_Sec3_FM_Date_match,Top_Sec3_FM_Team_match,Top_Sec3_HUH_Country_match,Top_Sec3_HUH_Date_match,Top_Sec3_HUH_Team_match,Top_Sec3_score,collectorName4,verbatimCollector4,HUH_BotanistID_4,Top_Sec4_tested_name,Top_Sec4_master_name,Top_Sec4_master_irn,Top_Sec4_id_match,Top_Sec4_name_match,Top_Sec4_FM_Country_match,Top_Sec4_FM_Date_match,Top_Sec4_FM_Team_match,Top_Sec4_HUH_Country_match,Top_Sec4_HUH_Date_match,Top_Sec4_HUH_Team_match,Top_Sec4_score,collectorName5,verbatimCollector5,HUH_BotanistID_5,Top_Sec5_tested_name,Top_Sec5_master_name,Top_Sec5_master_irn,Top_Sec5_id_match,Top_Sec5_name_match,Top_Sec5_FM_Country_match,Top_Sec5_FM_Date_match,Top_Sec5_FM_Team_match,Top_Sec5_HUH_Country_match,Top_Sec5_HUH_Date_match,Top_Sec5_HUH_Team_match,Top_Sec5_score,verbatimCollector6,Unnamed: 0,Multimedia_IRN,Taxon,Taxon_IRN,Powo_Id,CollectorNumber,CatologueNumber,VerbatimCollectionDate,Ambiguous,Non_Ambiguous,Years,DateValidation,Locality_IRN,StateProvinceTerritory,Municipality,PreciseLocality,AltitudeMin,AltitudeMax,AltitudeUnits,VerbatimAltitude,LatitudeDMS,LongitudeDMS,Habitat,PlantDescription,HUH_UUID_1,HUH_UUID_2,HUH_UUID_3,HUH_UUID_4,HUH_UUID_5,verbatimCollector7,verbatimCollector8
http://fm-digital-assets.fieldmuseum.org/2818/022/V0616150F.jpg,V0616150F,Mexico,20 Jun 1972,,,A. Lot,,A. Lot (nan),Antonio Lot Helgueras (HUH),15594,False|Unlisted,True,True|Mexico,True,False,False,False,False|No-team-data,Name|Country|Date,,y colaboradores,,y colaboradores (nan),,,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818022,Ficus aurea,31611,,1958,1730662,20/06/1972,,20/06/1972,1972,In Range,4361,Veracruz,,Transecto de plan de las hayas a palma sola a 1.5 km. de plan de las hayas,950.0,,Metres,,,,Selva alta subperennifolia (cafetal),Abundante; Arbol; TAM. 18M.; Perenne; Latex Blanco; Nombre local - Higuera Roja,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/105/V0616151F.jpg,V0616151F,Mexico,24 Jun 1972,,,A. Lot,,A. Lot (nan),Antonio Lot Helgueras (HUH),15594,False|Unlisted,True,True|Mexico,True,False,False,False,False|No-team-data,Name|Country|Date,,y colaboradores,,y colaboradores (nan),,,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818105,Ficus aurea,31611,,1969,1730746,24/06/1972,,24/06/1972,1972,In Range,4361,Veracruz,,A 3.2 km. de plan de Las Hayas,800.0,,Metres,,,,Selva Alta Subperennifolia (Cafetal); Veg. Primaria,Abundante; Arbol; TAM. 15M; Perenne; Fruto. rojo y verde; Nombre local - Higuera Roja,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/137/V0616152F.jpg,V0616152F,Mexico,6 Sep 1976,,,Manuel G. Zola Baez,,Manuel G. Zola Baez (nan),Manuel G. Zola Baez (HUH),54981,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818137,Ficus aurea,31611,,681,1880669,6 de Sep- 76,,6 de Sep- 76,1976,In Range,4361,Veracruz,,Xalapa; Zona Universitaria,1427.0,,Metres,,,,bosque secondaire caducifolio; cafe arcilloso,regular; arbol; 11 mts.; fruto verde,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2817/964/V0616153F.jpg,V0616153F,Mexico,15 May 1973,,,D. E. Breedlove,,D. E. Breedlove (nan),Dennis E. Breedlove (HUH),24246,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817964,Ficus aurea,31611,,353151,1835256,15 May 1973,,15 May 1973,1973,In Range,4214,Chiapas,Berriozábal,13 km north of Berriozabal near Pozo Turipache and Finca El Suspiro. Municipo of Berriozabal.,900.0,,Metres,,,,"Limestone fissured ridge, Lower Montane Rain Forest, Quercus, Billia, Persea, Nectandra, Mirandaceltis, Turpinia and Calatola",Strangler tree 150 feet tall,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/128/V0616154F.jpg,V0616154F,Mexico,29 May 1945,,"Matuda, Eizi",Eizi Matuda,101715,"Eizi Matuda (Matuda, Eizi)",E. Matuda (FM),27166,False|Unlisted_M,True,True|Mexico,True,False|No-co-collectors,True|Mexico,True|Both,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818128,Ficus aurea,31611,,5636,5636,"May 29, 1945",,"May 29, 1945",1945,In Range,4214,Chiapas,Chicomuselo,Chicomuselo,650.0,,Metres,,,,,,2ea3199c-1f49-418d-b289-d0e6472bd741,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/001/V0616155F.jpg,V0616155F,Mexico,26 Jan 1965,,,D. E. Breedlove,,D. E. Breedlove (nan),Dennis E. Breedlove (HUH),24246,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,"Raven, Peter Hamilton",Peter H. Raven,100390,"Peter H. Raven (Raven, Peter Hamilton)",Sir Peter H. Raven (HUH),2051,True|100390,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|ID|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818001,Ficus aurea,31611,,8362,1624765,26 January 1965,,26 January 1965,1965,In Range,4214,Chiapas,La Trinitaria,along road to Lagos de Montebello 11 miles northeast of La Trinitaria. Municipio of La Trinitaria,5300.0,,Feet,,,,Dense woodland with Quercus and Pinus,Tree 50 feet tall,,28137339-2089-4484-a00c-5d77584d3771,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/099/V0616156F.jpg,V0616156F,Mexico,22 Nov 1964,,,D. E. Breedlove,,D. E. Breedlove (nan),Dennis E. Breedlove (HUH),24246,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818099,Ficus aurea,31611,,7443,1617888,22 November 1964,,22 November 1964,1964,In Range,4214,Chiapas,Tenejapa,near Pokolum; paraje of Sibanil Ha'. Municipio of Tenejapa.,,,,,,,On slope with Quercus,Tree 60 feet high,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/073/V0616157F.jpg,V0616157F,Mexico,16 May 1970,,G. Martínez Calderón,G. Martinez C.,113152,G. Martinez C.  (G. Martínez Calderón),Guiseppe Martínez Calderón (HUH),35228,True|113152,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818073,Ficus aurea,31611,,2295,1819869,18-05-1970,,18-05-1970,1970,In Range,4361,Veracruz,Catemaco,"La Palma, Catemaco",12.0,,Metres,,,,"Acahual, Primaria, Suelo pedregoso","Arbol, perenne, 12 m., regular, nom. vul. ""amatillo"". ",9390a895-eb1a-4813-9f84-b65c7e9c11e6,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/051/V0616158F.jpg,V0616158F,Mexico,14 Jul 1964,,,D. E. Breedlove,,D. E. Breedlove (nan),Dennis E. Breedlove (HUH),24246,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818051,Ficus aurea,31611,,6426,1617667,14 July 1964,,14 July 1964,1964,In Range,4214,Chiapas,Tenejapa,paraje of Mahben Chauk; municipio of Tenejapa,4000.0,,Feet,,,,slopes with Pinus and Quercus along the Ala Shashib River,Tree 40 feet,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/135/V0616159F.jpg,V0616159F,Mexico,9 Dec 1984,,Gerardo A. Salazar,Gerardo A. Salazar,101310,Gerardo A. Salazar (Gerardo A. Salazar),Gerardo A. Salazar (HUH),106206,False|Unlisted_M,True,True|Mexico,False,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818135,Ficus aurea,31611,,307,2067975,9 diciembre 1984,,9 diciembre 1984,1984,Out of Range,4361,Veracruz,San Andrés Tuxtla,"Limite norte de la estacion, camino a Laguna Escondida; Estacion de Biologia Tropical Los Tuxtlas; Mpio. San Andres Tuxtla",,,,,,,"Selva alta perennifolia, 160 m alt. ","Arbol de 20 m de alto, a la orilla del camino, higos rojos cuando maduros, dulces, amarillos cuando inmaduros. ",9812aa64-e5d8-4d5d-81e1-6159871179b0,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/090/V0616160F.jpg,V0616160F,Mexico,11 Feb 1972,,"Beaman, J. H.",J. H. Beaman,101063,"J. H. Beaman (Beaman, J. H.)",J. H. Beaman (FM),40353,True|101063,True,True|Mexico,True,False|No-co-collectors,True|Mexico,True|Both,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818090,Ficus aurea,31611,,5652,1731004,11/02/1972,,11/02/1972,1972,In Range,4361,Veracruz,Catemaco,Mun. Catemaco; Lado E. de Zapoapan,530.0,,Metres,,,,Selva alta perennifolia; veg. secundaria,Arbol; TAM 25 M.,d1cad55a-05f2-49df-b993-2182386874b4,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/075/V0616161F.jpg,V0616161F,Mexico,3 Jul 1980,,,M. Nee,,M. Nee (nan),M. Nee (FM),57038,False|Unlisted,True,True|Mexico,True,True|1,True|Mexico,True|Both,True|2,Name|Country|Date|Team,"Hansen, B. F.",B. F. Hansen,118045,"B. F. Hansen (Hansen, B. F.)",B. F. Hansen (FM),18350,True|118045,True,True|Mexico,True,True|1,False,True|Lifespan,True|1,Name|ID|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818075,Ficus aurea,31611,,7563,1893260,3 July 1980,,3 July 1980,1980,In Range,4361,Veracruz,Cuitláhuac,2 km. NW of Cuitlahuac; Mun. Cuitlahuac,350.0,,Metres,,18 50 N,96 44 W,Small dirt road; Selva Baja Caduacifolia; Disturbed forest along stream,Tree 15 m. tall.,,20badc4a-0acb-4c3d-9900-2db1a82affee,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/127/V0616162F.jpg,V0616162F,Mexico,25 May 1978,,,J. I. Calzada,,J. I. Calzada (nan),Juan I. Calzada (HUH),47552,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,E. Martinez,,E. Martinez (nan),Esteban M. Martínez Salas (HUH),28513,False|Unlisted,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|Country|Date|Team,J. Gallardo,J. Gallardo,126248,J. Gallardo (J. Gallardo),Julio Gallardo (HUH),47788,False|Unlisted_M,True,True|Mexico,True,True|3,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818127,Ficus aurea,31611,,4402,1953165,25 May 1978,,25 May 1978,1978,In Range,4361,Veracruz,Tlalixcoyan,Mun. Tlalixcoyan; En la Rancheria de Pozuelos,30.0,,Metres,,18 49 N,96 05 W,"Selva mediana subperennifolia, secundaria. Muy calido; suelo care arcilloso. ","Abundancia regular. Arbol epifito 12 m., perenne. Fruto verde con rojo; Usos: fruto para carnada de pescados. ",,,27ab8aa2-49d7-49b5-9459-9b6faa3da76a,,,,
http://fm-digital-assets.fieldmuseum.org/2818/053/V0616163F.jpg,V0616163F,Mexico,00 Apr 1971,,,J. I. Calzada,,J. I. Calzada (nan),Juan I. Calzada (HUH),47552,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818053,Ficus aurea,31611,,303,1844835,00-04-1971,,00-04-1971,1971,In Range,4361,Veracruz,,"Laguna de Sontecomapan, Rio Coscoapan",,,,,,,"Ripario, suelo pantanoso, calido humedo; ","Arbol, 10 m., regular, fruto verde, nom. vul. ""amate"", uso no se le conocen.; con latex. ",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/091/V0616164F.jpg,V0616164F,Mexico,26 Jan 1973,,R. Cedillo Trigos,R. Cedillo T.,138360,R. Cedillo T. (R. Cedillo Trigos),Refugio C. Trigos (HUH),65894,False,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,J. I. Calzada,,J. I. Calzada (nan),Juan I. Calzada (HUH),47552,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818091,Ficus aurea,31611,,72,1742894,26-01-1973,,26-01-1973,1973,In Range,4361,Veracruz,San Andrés Tuxtla,"Laguna Encantada 7 km al N.E. de San Andres Tuxtla, San Andres Tuxtla",,,,,,,"Realictos de Selva, secundaria, suelo negro arenoso pedregoso, calido humedo","Arbol, perenne, 12 m, regular, fruto rojo",7222d163-6177-4f2a-b504-1969248fba53,,,,,,
http://fm-digital-assets.fieldmuseum.org/2817/989/V0616165F.jpg,V0616165F,Mexico,14 Jul 1988,,Guillermo Ibarra-Manriquez,Guillermo Ibarra Manriquez,104626,Guillermo Ibarra Manriquez (Guillermo Ibarra-Manriquez),Guillermo Ibarra-Manríquez (HUH),35209,False|Unlisted_M,True,True|Mexico,True,False,False,False,False|No-team-data,Name|Country|Date,,Laura Gonzalez Garcia,,Laura Gonzalez Garcia (nan),,,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817989,Ficus aurea,31611,,3246,2071369,Julio 14 de 1988,,Julio 14 de 1988,1988,In Range,4361,Veracruz,,"Parada San Andres, Ejido Juan de Alfaro, 2 km SO de ""Paso del Toro"" (Desciacion Alvarado-Veracruz o Cordoba)",,,,,19 N,96 10 W,"Veg. Pastizal con Ficus spp. y Tabebuia sp.; sobre Sabal mexicana, muy abundante junto con F. obtusifolia. ","Arbol estrangulador; Sicono verde a anaranjado, con estipulas blanco amarillas, caedizas",645feab8-3694-4a00-9bc9-f2337ba3d8ed,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/032/V0616166F.jpg,V0616166F,Mexico,18 Jun 1972,,,A. Lot,,A. Lot (nan),Antonio Lot Helgueras (HUH),15594,False|Unlisted,True,True|Mexico,True,False,False,False,False|No-team-data,Name|Country|Date,,y colaboradores,,y colaboradores (nan),,,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818032,Ficus aurea,31611,,1831,1730274,18/06/1972,,18/06/1972,1972,In Range,4361,Veracruz,,1 A 2 kms del Poblado el Pedregal Rumbo a Palma Sola,800.0,,Metres,,,,Veg. Primaria; Selva,Abund. Escasa; Perenne; Fruto. Verde,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/096/V0616167F.jpg,V0616167F,Mexico,18 May 1991,,A. C. Sanders,A. C. Sanders,137100,A. C. Sanders (A. C. Sanders),A. C. Sanders (FM),14791,True|137100,True,True|Mexico,True,True|3,True|Mexico,True|Both,True|1,Name|ID|Country|Date|Team,"Daniel, T. F.",T. F. Daniel,133939,"T. F. Daniel (Daniel, T. F.)",Thomas F. Daniel (HUH),71504,True|133939,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|ID|Country|Date|Team,,B. L. Phillips,,B. L. Phillips (nan),B. L. Phillips (HUH),129894,False|Unlisted,True,True|Mexico,True,True|3,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818096,Ficus aurea,31611,,11019,2097351,18 May 1991,,18 May 1991,1991,In Range,4234,Colima,Comala,"Mpio. de Comala; Rancho El Jabali, 25 km (airline) NNW of Colima in the SW foothills of the Volcan de Colima; Lago Epazote.  (Near 19° 26.6'N, 103° 40.7' W)",1400.0,,Metres,,,,clay soils on steep volcanic slopses and flats; humid montane forest; remnant in cleared pasture in canyon SE of lake.,"A fairly common tree ca. 15 m high and 1.5 m d.b.h.; A strangler -- trunk ridged, formed from fused roots and stems. Fruit green. ",bb742968-79e3-4ebd-a625-7f29c2854fdd,8b53b606-dd00-47af-83ee-4a60a0844106,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/131/V0616168F.jpg,V0616168F,Mexico,9 Apr 1965,,,D. E. Breedlove,,D. E. Breedlove (nan),Dennis E. Breedlove (HUH),24246,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818131,Ficus aurea,31611,,9603,1630767,9 April 1965,,9 April 1965,1965,In Range,4214,Chiapas,Ixtapa,at junction of Mexican Highway 190 with road to Bochil and Simojovel. Municipio of Ixtapa.,3400.0,,Feet,,,,Shrubby slope,Tree 40 feet tall,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/134/V0616169F.jpg,V0616169F,Mexico,19 Mar 1991,,A. C. Sanders,A. C. Sanders,137100,A. C. Sanders (A. C. Sanders),A. C. Sanders (FM),14791,True|137100,True,True|Mexico,True,True|3,True|Mexico,True|Both,True|3,Name|ID|Country|Date|Team,,D. Charlton,,D. Charlton (nan),David Charlton (HUH),210668,False|Unlisted,True,True|Mexico,False,False,False,False,False|No-team-data,Name|Country,"Phillips, B. L.",B. L. Phillips,,"B. L. Phillips (Phillips, B. L.)",B. L. Phillips (HUH),129894,False|Unlisted,True,True|Mexico,True,True|3,False,False,False|No-team-data,Name|Country|Date|Team,,B. M. Rothschild,,B. M. Rothschild (nan),Beth M. Rothschild (HUH),16876,False|Unlisted,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,2818134,Ficus aurea,31611,,10702,2097353,19 Mar. 1991,,19 Mar. 1991,1991,In Range,4234,Colima,Comala,"Mpio. de Comala; Ranco El Jabali, 22 km (airline) NNW of Colima in the SW foothills of the Volcan de Colima; (Near 19° 26.6'N, 103° 40.7' W); East and south sides of Lago Calabozo.",1400.0,,Metres,,,,the Colima/Jalisco line cuts through the ranch; natural vegetation humid montane forest; At foot of steep slope and forest. well above lake.,"A solitary tree ca. 25 m high and 6 m d.b.h., with a broad crown. Fluted trunk appears composed of numerous fused trunks and roots; vidently a strangler, a dead trunk is visible in the center. Bleeds white when cut. ",bb742968-79e3-4ebd-a625-7f29c2854fdd,,de8a29a2-f9d5-4aad-a069-b7e45a7ad65f,,,,
http://fm-digital-assets.fieldmuseum.org/2817/997/V0616170F.jpg,V0616170F,Mexico,17 Oct 1970,,Antonio Lot H.,Antonio Lot,172986,Antonio Lot (Antonio Lot H.),Antonio Lot Helgueras (HUH),15594,True|172986,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817997,Ficus aurea,31611,,1110,1845546,17 dic 1970,,17 dic 1970,1970,In Range,4361,Veracruz,Orizaba,Cerro San Cristobal frente a Orizaba,1400.0,,Metres,,,,"Vegetacion: Pinar, primario. ","Abundante. Arbol, 12 m.  Con abundantes epifitas. Fruto verde y moreno. ",a7cb6445-7eef-41d1-a81c-e06b5b4d5571,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/064/V0616171F.jpg,V0616171F,Mexico,22 Jun 1972,,R. Hernández M.,R. Hernández M.,129375,R. Hernández M. (R. Hernández M.),Rafael Hernández Magaña (HUH),65493,True|129375,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818064,Ficus aurea,31611,,1607,1720568,22/06/1972,,22/06/1972,1972,In Range,4361,Veracruz,Juchique de Ferrer,"Mun. Juchique Ferrer la Cima, plan de Las Hayas. ",1500.0,,Metres,,,,Suelo Pedregoso; Asociada con Encinos y Liquidambar;,Abund. Regular Arbol.; TAM. 25-30m,1e7fcf71-6a7f-4c2b-87cf-d26018233ce0,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/088/V0616172F.jpg,V0616172F,Mexico,30 Oct 1990,,Emily Jane Lott,Emily J. Lott,134572,Emily J. Lott (Emily Jane Lott),Emily J. Lott (HUH),1867,True|134572,True,True|Mexico,True,True|3,False,False,False|No-team-data,Name|ID|Country|Date|Team,"Phillips, B. L.",B. L. Phillips,,"B. L. Phillips (Phillips, B. L.)",B. L. Phillips (HUH),129894,False|Unlisted,True,True|Mexico,True,True|3,False,False,False|No-team-data,Name|Country|Date|Team,,L. Vazquez V.,,L. Vazquez V. (nan),Lúcia Vazquez V. (HUH),205536,False|Unlisted,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|Country|Date|Team,I. García Ruiz,I. Garcia R.,141852,I. Garcia R.  (I. García Ruiz),Ignacio García R. (HUH),39647,False|Unlisted_M,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,2818088,Ficus aurea,31611,,3028,2098622,30 Oct. 1990,,30 Oct. 1990,1990,In Range,4234,Colima,Comala,"Mpio de Comala; Ranco El Jabali, 22 km (airline) NNW of Colima in the SW foothills of the Volcan de Colima; (Near 103°42' W, 19°27'N); 3 km E of house on main road w road to Lagos Calabozo & Epazote (intersection of main road w/road to Caballerizas & airstrip). ",1370.0,,Metres,,,,"Clay soils on steep volcanic slopes and alluvial flats; nautral vegetation humid montane (cloud) forest, but partially cleared for pasture, etc. Colima/Jalisco line passes through ranch; Soil sandy. ","Common 25 m high tree, dbh of three trunk branches 2.4 m; alongside river. Bark gray. ",bca8c897-f110-4332-9a14-579a3e4ebe9a,de8a29a2-f9d5-4aad-a069-b7e45a7ad65f,,edfb6b4c-76b0-4010-9eb0-19f73a8e6c4a,,,
http://fm-digital-assets.fieldmuseum.org/2818/080/V0616173F.jpg,V0616173F,Mexico,21 May 1991,,"Sanders, A. C.","Sanders, A. C.",137100,"Sanders, A. C. (Sanders, A. C.)",A. C. Sanders (FM),14791,True|137100,True,True|Mexico,True,True|3,True|Mexico,True|Both,True|1,Name|ID|Country|Date|Team,"Daniel, T. F.",T. F. Daniel,133939,"T. F. Daniel (Daniel, T. F.)",Thomas F. Daniel (HUH),71504,True|133939,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|ID|Country|Date|Team,"Phillips, B. L.",B. L. Phillips,,"B. L. Phillips (Phillips, B. L.)",B. L. Phillips (HUH),129894,False|Unlisted,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818080,Ficus aurea,31611,,11098,2097350,21 May 1991,,21 May 1991,1991,In Range,4234,Colima,Comala,"Mpio. de Comala; at El Agostadero, Ranco El Jabali, ca. 20 km (airline) NNW of Colima in the SW foothills of the Volcan de Colima; (Near 19°26' N, 103° 41.7' W)",1500.0,,Metres,,,,Ridgetop; the Colima/Jalisco line passes through the ranch. Humid montane forest.,A scarce tree ca. 10 m high growing on a cliff; figs green. Bleeds yellowish-white latex when cut.,bb742968-79e3-4ebd-a625-7f29c2854fdd,8b53b606-dd00-47af-83ee-4a60a0844106,de8a29a2-f9d5-4aad-a069-b7e45a7ad65f,,,,
http://fm-digital-assets.fieldmuseum.org/2818/052/V0616174F.jpg,V0616174F,Mexico,20 Mar 1991,,A. C. Sanders,A. C. Sanders,137100,A. C. Sanders (A. C. Sanders),A. C. Sanders (FM),14791,True|137100,True,True|Mexico,True,True|1,True|Mexico,True|Both,True|1,Name|ID|Country|Date|Team,,D. Charlton,,D. Charlton (nan),David Charlton (HUH),210668,False|Unlisted,True,True|Mexico,False,False,False,False,False|No-team-data,Name|Country,,B. Phillips,,B. Phillips (nan),,,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,NoMatch,,B. Rothschild,,B. Rothschild (nan),Beth M. Rothschild (HUH),16876,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,L. Vasquez,,L. Vasquez (nan),L. Vásquez V. (HUH),179177,False|Unlisted,True,True|Mexico,True,False,False,False,False|No-team-data,Name|Country|Date,,,2818052,Ficus aurea,31611,,10779,2097349,20 Mar. 1991,,20 Mar. 1991,1991,In Range,4234,Colima,Comala,"Mpio de Comala; Rancho El Jabali, 22km (airline) NNW of Colima in the SW foothills of the Volcan de Colima; (Near 19° 27' N, 103° 41.5' W.)",1350.0,,Metres,,,,The Colima/Jalisco line cuts through the ranch; natural vegetation humid montane forest; remnant in cleared area in saddle above Lago Jabali.,"A solitary 20-25 m high tree with a broad crown, 150 cm d.bh.; Fruit green. Stems bleed white when cut. A strangler, trunk fluted and composed of many fused roots and stems. ",bb742968-79e3-4ebd-a625-7f29c2854fdd,,,,,,
