Image_URL,Barcode,CountryName,MinimumDate,MaximumDate,collectorName1,verbatimCollector1,HUH_BotanistID_1,Top_Primary_tested_name,Top_Primary_master_name,Top_Primary_master_irn,Top_Primary_id_match,Top_Primary_name_match,Top_Primary_FM_Country_match,Top_Primary_FM_Date_match,Top_Primary_FM_Team_match,Top_Primary_HUH_Country_match,Top_Primary_HUH_Date_match,Top_Primary_HUH_Team_match,Top_Primary_score,collectorName2,verbatimCollector2,HUH_BotanistID_2,Top_Sec2_tested_name,Top_Sec2_master_name,Top_Sec2_master_irn,Top_Sec2_id_match,Top_Sec2_name_match,Top_Sec2_FM_Country_match,Top_Sec2_FM_Date_match,Top_Sec2_FM_Team_match,Top_Sec2_HUH_Country_match,Top_Sec2_HUH_Date_match,Top_Sec2_HUH_Team_match,Top_Sec2_score,collectorName3,verbatimCollector3,HUH_BotanistID_3,Top_Sec3_tested_name,Top_Sec3_master_name,Top_Sec3_master_irn,Top_Sec3_id_match,Top_Sec3_name_match,Top_Sec3_FM_Country_match,Top_Sec3_FM_Date_match,Top_Sec3_FM_Team_match,Top_Sec3_HUH_Country_match,Top_Sec3_HUH_Date_match,Top_Sec3_HUH_Team_match,Top_Sec3_score,collectorName4,verbatimCollector4,HUH_BotanistID_4,Top_Sec4_tested_name,Top_Sec4_master_name,Top_Sec4_master_irn,Top_Sec4_id_match,Top_Sec4_name_match,Top_Sec4_FM_Country_match,Top_Sec4_FM_Date_match,Top_Sec4_FM_Team_match,Top_Sec4_HUH_Country_match,Top_Sec4_HUH_Date_match,Top_Sec4_HUH_Team_match,Top_Sec4_score,collectorName5,verbatimCollector5,HUH_BotanistID_5,Top_Sec5_tested_name,Top_Sec5_master_name,Top_Sec5_master_irn,Top_Sec5_id_match,Top_Sec5_name_match,Top_Sec5_FM_Country_match,Top_Sec5_FM_Date_match,Top_Sec5_FM_Team_match,Top_Sec5_HUH_Country_match,Top_Sec5_HUH_Date_match,Top_Sec5_HUH_Team_match,Top_Sec5_score,verbatimCollector6,Unnamed: 0,Multimedia_IRN,Taxon,Taxon_IRN,Powo_Id,CollectorNumber,CatologueNumber,VerbatimCollectionDate,Ambiguous,Non_Ambiguous,Years,DateValidation,Locality_IRN,StateProvinceTerritory,Municipality,PreciseLocality,AltitudeMin,AltitudeMax,AltitudeUnits,VerbatimAltitude,LatitudeDMS,LongitudeDMS,Habitat,PlantDescription,HUH_UUID_1,HUH_UUID_2,HUH_UUID_3,HUH_UUID_4,HUH_UUID_5,verbatimCollector7,verbatimCollector8
http://fm-digital-assets.fieldmuseum.org/2818/000/V0616175F.jpg,V0616175F,Mexico,7 Nov 1990,,,B. Rothschild,,B. Rothschild (nan),Beth M. Rothschild (HUH),16876,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,"Phillips, B. L.",B. L. Phillips,,"B. L. Phillips (Phillips, B. L.)",B. L. Phillips (HUH),129894,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818000,Ficus aurea,31611,,45,2100726,7 November 1990,,7 November 1990,1990,In Range,4234,Colima,Comala,"Mpio. Comala, Rancho El Jabali, 22km. NNW of Colima, Col. Near south shore of Lago Epazote. ",1250.0,,Metres,,19 27 N,103 42 W,Cleared pasture area wiyh very few trees.,Solitary tree 20 m tall in disturbed area by lake.,,de8a29a2-f9d5-4aad-a069-b7e45a7ad65f,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/063/V0616176F.jpg,V0616176F,Guatemala,00 Apr 1937,,,W. C. Muenscher,,W. C. Muenscher (nan),Walter L. C. Muenscher (HUH),75807,False|Unlisted,True,False,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818063,Ficus aurea,31611,,12260,904380,April 1937,,April 1937,1937,In Range,26028,Escuintla,,Finca El Zapote,,,,,,,,A large tree,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/101/V0616177F.jpg,V0616177F,Guatemala,14 May 1933,,C. L. Lundell,C. L. Lundell,103660,C. L. Lundell (C. L. Lundell),C. L. Lundell (FM),22707,True|103660,True,False,True,False|No-co-collectors,True|Guatemala,True|Both,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818101,Ficus aurea,31611,,3253,683792,"May 14, 1933",,"May 14, 1933",1933,In Range,3620,Petén,La Libertad,"Occupied Clearing, La Libertad.",,,,,,,,,b722e0f1-83c9-478d-881c-56ec88e99aea,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/010/V0616178F.jpg,V0616178F,Guatemala,14 Jul 1959,,C. L. Lundell,C. L. Lundell,103660,C. L. Lundell (C. L. Lundell),C. L. Lundell (FM),22707,True|103660,True,False,True,False|No-co-collectors,True|Guatemala,True|Both,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818010,Ficus aurea,31611,,16467,1632968,"July 14, 1959",,"July 14, 1959",1959,In Range,3620,Petén,San Luis,"San Luis, in high rain forest along road south of town. ",,,,,,,,"""Copo"" Tree, 4 in. diameter, 100 ft. high",b722e0f1-83c9-478d-881c-56ec88e99aea,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/029/V0616179F.jpg,V0616179F,Guatemala,18 May 1933,,C. L. Lundell,C. L. Lundell,103660,C. L. Lundell (C. L. Lundell),C. L. Lundell (FM),22707,True|103660,True,False,True,False|No-co-collectors,True|Guatemala,True|Both,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818029,Ficus aurea,31611,,3275,683789,"May 18, 1933",,"May 18, 1933",1933,In Range,3620,Petén,,Lake Zotz,,,,,,,,,b722e0f1-83c9-478d-881c-56ec88e99aea,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/117/V0616180F.jpg,V0616180F,Guatemala,16 May 1933,,"Lundell, C. L.","Lundell, C. L.",103660,"Lundell, C. L. (Lundell, C. L.)",C. L. Lundell (FM),22707,True|103660,True,False,True,False|No-co-collectors,True|Guatemala,True|Both,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818117,Ficus aurea,31611,,3276,683788,"May 16, 1933",,"May 16, 1933",1933,In Range,3620,Petén,La Libertad,La Libertad,,,,,,,,,b722e0f1-83c9-478d-881c-56ec88e99aea,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/093/V0616181F.jpg,V0616181F,Guatemala,00 Oct 1989,00 Dec 1989,,H. Zomer,,H. Zomer (nan),,,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818093,Ficus aurea,31611,,72,2060888,Oct.- Dec. 1989,,Oct.- Dec. 1989,1989,Collector Not Found,3620,Petén,,"Puerto Chimino, Laguna Petexbatun, 20 km S. of Sayaxche",,,,,16 34 N,90 14 W,Along water.,"Stem grey brown, smooth. Leaves green with striking yellow nerves. Stipules green. ",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/097/V0616182F.jpg,V0616182F,Guatemala,26 Jul 1942,,,Julian A. Steyermark,,Julian A. Steyermark (nan),J. A. Steyermark (FM),47737,False|Unlisted,True,False,True,False|No-co-collectors,True|Guatemala,True|Both,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818097,Ficus aurea,31611,,49543,1140914,"July 26, 1942",,"July 26, 1942",1942,In Range,3515,Huehuetenango,,"Cafetal of Finca Soledad, 5 miles southeast of Barillas, SIerra de los Cuchumatanes",1150.0,,Metres,,,,,"""amate""; Tree 50 ft. tall; leaves subcoriaceous, deep green above, paler green beneath.",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/123/V0616183F.jpg,V0616183F,Mexico,29 Aug 1981,,,L. Tapia,,L. Tapia (nan),José L. Tapia (HUH),47325,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,F. Vazquez,,F. Vazquez (nan),F. Vázquez (HUH),29306,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818123,Ficus aurea,31611,,170,1902977,29/VIII/81,,29/VIII/81,1981,In Range,4361,Veracruz,Tepetzintla,Tepetzintla; La Paqua a 25 km al NE de Tepetzintla enlas faldas de la sierra de Otontopec,500.0,,Metres,,,,Potrero; Secondario; Arcilloso rojizo,Abundante; Arbol; Fruto Verde; 10 m; Latex blanco; Nom. Loc Higuera,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2817/961/V0616184F.jpg,V0616184F,Mexico,3 Jun 1974,,"Vazquez, Brigada",Brigada Vazquez,142549,"Brigada Vazquez (Vazquez, Brigada)",Brigada Vázquez (HUH),18252,False|Unlisted_M,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817961,Ficus aurea,31611,,767,1764761,03-06-1974,,03-06-1974,1974,In Range,4361,Veracruz,Hidalgotitlán,"Brecha [Hnos]. Cedillo-la [Escara], Hidalgotitlan",150.0,,Metres,,,,"Selva alta perennifola, primaria, suelo arcilloso rojizo","Arbol, perenne, 40 m, regular, fruto rojo.; epifito sobre ficus sp. ",8b252e35-8098-4e52-bfdd-082fbf33bb5e,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/013/V0616185F.jpg,V0616185F,Mexico,10 Jun 1983,,,L. Robles H.,,L. Robles H.  (nan),L. Robles H. (HUH),127495,False|Unlisted,True,True|Mexico,True,False|No-valid-names,False,False,False|No-valid-names,Name|Country|Date,,Robles H.,,Robles H.  (nan),L. Robles H. (HUH),127495,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818013,Ficus aurea,31611,,224,2055610,10-06-1983,,10-06-1983,1983,In Range,4361,Veracruz,Axocuapan,"Monte Rey, Ejido Coetzalan, Municipio: Axocuapan",500.0,,Metres,,,,"Selva Mediana Subperennifolia, primaria, SUELO moreno obscuro con abundancia de roca caliza aflorante, en canada","Arbol, perenne, 30 m, regular, FRUTO rojo. NOM. VUL. Miguera",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/011/V0616186F.jpg,V0616186F,Mexico,29 Aug 1981,,,G. Castillo C.,,G. Castillo C.  (nan),Gonzalo Castillo Campos (HUH),34854,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,A. Benavides,,A. Benavides (nan),A. Benavides M. (HUH),64659,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818011,Ficus aurea,31611,,2334,1902729,29/VIII/81,,29/VIII/81,1981,In Range,4361,Veracruz,Tepetzintla,Tepetzintla; La Pagua a 25 km al noreste de Tepetzintla en la Falda de la sierra de Otontepec,500.0,,Metres,,,,Arcilloso rojizo barroso; secondario,"Arbol; 20 m; Fruto rojo; Nom. loc Higuera; Usos Fruto comestible, como arbol de sombra",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2817/990/V0616187F.jpg,V0616187F,Mexico,28 Jan 1984,,,M. Nee,,M. Nee (nan),M. Nee (FM),57038,False|Unlisted,True,True|Mexico,True,False,True|Mexico,True|Both,True|1,Name|Country|Date|Team,"Taylor, K.",K. Taylor,,"K. Taylor (Taylor, K.)",Kent R. Taylor (HUH),48354,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817990,Ficus aurea,31611,,29154,1975301,Jan. 28. 1984,,Jan. 28. 1984,1984,In Range,4361,Veracruz,Vega de Alatorre,"Along hwy. Mex. 180, 3 km. NW of Vega de Alatorre, Mun. Vega de Alatorre",20.0,,Metres,,20 03 N,96 41 W,Selva Mediana Subperennifolia. Pasture with strip of forest trees along small stream.,"Tree with anastomosing mass of trunks, 20 m. tall, 2.5 m. D.B.H. Sap milky. Figs young, green. ",,d31828cc-170e-4dbf-8037-2049e0a68c04,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/024/V0616188F.jpg,V0616188F,Mexico,25 Jun 1976,,,R. Ortega,,R. Ortega (nan),Roberto V. Ortega Ortiz (HUH),67272,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818024,Ficus aurea,31611,,290,1811773,25-06-1976,,25-06-1976,1976,In Range,4361,Veracruz,Naolinco,"Orilla de la Carretera la Concha a Actopan km. 9, Naolinco ",850.0,,Metres,,,,"Combinacion de encinary y selva baja caducifolia, primaria, suelo amarillo arcilloso con rocas aflorantes y calizas, acahual. ","Arbol, perenne, 4m., regular, fruto rojo. ",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/102/V0616189F.jpg,V0616189F,Mexico,26 Jan 1978,,"Calzada, Juan Ismael",Juan I. Calzada,137295,"Juan I. Calzada (Calzada, Juan Ismael)",Juan I. Calzada (HUH),47552,True|137295,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818102,Ficus aurea,31611,,4239,1880150,26/1/1978,,26/1/1978,1978,In Range,4361,Veracruz,San Andrés Tuxtla,"San Andres Tuxtla; En el Salto de Eyipantla, a 8 km. de Sihuapan",250.0,,Metres,,18 24 N,95 12 W,"Selva alta subperennifolia; muy calido; negro arcilloso, pedregoso",regular; arbol; 30 mts; tiene latex blanco; fruto verde,e908e5c9-73b1-405b-9525-fbba03006dad,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/121/V0616190F.jpg,V0616190F,Mexico,23 Feb 1978,,,R. Ortega O.,,R. Ortega O.  (nan),Roberto V. Ortega Ortiz (HUH),67272,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818121,Ficus aurea,31611,,730,1850598,23-02-1978,,23-02-1978,1978,In Range,4361,Veracruz,Naolinco,"San Antonio Paso Del Toro, Naolinco",300.0,,Metres,,,,"Sevla baja caduciolia, secundaria, suelo arcilloso arenoso","Perenne, 15 m., regular, nom. vul. Amate o Laural de la India",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/119/V0616191F.jpg,V0616191F,Mexico,00 Jul 1937,,C. L. Lundell,C. L. Lundell,103660,C. L. Lundell (C. L. Lundell),C. L. Lundell (FM),22707,True|103660,True,True|Mexico,True,True|1,True|Mexico,True|Both,True|1,Name|ID|Country|Date|Team,"Lundell, Amelia A.",Amelia A. Lundell,146423,"Amelia A. Lundell (Lundell, Amelia A.)",Amelia A. Lundell (HUH),14439,True|146423,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|ID|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818119,Ficus aurea,31611,,7205,907986,July 1937,,July 1937,1937,In Range,4331,San Luis Potosí,Tamazunchale,Tamazunchale,,,,,,,In forest at edge of river,Tree; diam. 1m.; height 35 m.,b722e0f1-83c9-478d-881c-56ec88e99aea,f1e3fe5a-84f6-4831-a15d-3f85b4b4b6f7,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/045/V0616192F.jpg,V0616192F,Mexico,12 Apr 1969,,A. Gómez-Pompa,A. Gómez-Pompa,147229,A. Gómez-Pompa (A. Gómez-Pompa),Arturo Gómez-Pompa (HUH),16170,True|147229,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|ID|Country|Date|Team,L. I. Nevling,L. Nevling,132935,L. Nevling (L. I. Nevling),Lorin I. Nevling Jr. (HUH),52038,True|132935,False,True|Mexico,True,False,False,False,False|No-team-data,ID|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818045,Ficus aurea,31611,,756,1821506,12-04-1969,,12-04-1969,1969,In Range,4361,Veracruz,,"4 km, al S. Playa Vicente Rumbo a Nigromante",95.0,,Metres,,,,"Selva alta subperennifolia, primaria, suelo aluvial. ","Arbol, perenne, 15m., escasa, fruto verde, nom. vul. Amate; latex blanco. ",242bbd4d-eb06-438a-b84e-657c6f3f6fde,d15fefca-d93c-4635-a303-34c39f98653c,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/046/V0616193F.jpg,V0616193F,Mexico,4 Dec 1981,,,M. Nee,,M. Nee (nan),M. Nee (FM),57038,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,True|Mexico,True|Both,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818046,Ficus aurea,31611,,23709,1923286,4 Dec 1981,,4 Dec 1981,1981,In Range,4361,Veracruz,San Andrés Tuxtla,"2.4 km. by road south of Sihuapan and junction with hwy. Mex. 180, along dirt road to Salto de Eyipantla, 4 km. (by air) SE of San Andres Tuxtla, Mun. San Andres Tuxtla ",230.0,,Metres,,,,"Selva alta perennifolia. Fencecrows and tobacco fields, the original forest cleared long ago. ","Small tree. Stipules prominent, light yellow-green. Figs few, still green. ",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/132/V0616194F.jpg,V0616194F,Mexico,2 Apr 1983,,,M. Nee,,M. Nee (nan),M. Nee (FM),57038,False|Unlisted,True,True|Mexico,True,True|1,True|Mexico,True|Both,True|1,Name|Country|Date|Team,"Taylor, K.",K. Taylor,,"K. Taylor (Taylor, K.)",Kent R. Taylor (HUH),48354,False|Unlisted,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|Country|Date|Team,H. Narave F.,H. Narave F.,116550,H. Narave F. (H. Narave F.),Hector Narave F. (HUH),37466,False|Unlisted_M,True,True|Mexico,True,True|2,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818132,Ficus aurea,31611,,26365,1974109,"April 2, 1983",,"April 2, 1983",1983,In Range,4361,Veracruz,Yecuatla,"along very winding road from Naolinco to Misantla, 13 km. by road S of turnoff to Yecuatla and 6 km. by road N of Paz de Enriquez, Mun. Yecuatla",1200.0,,Metres,,,,"Bosque Caducifolio. Steep slopes with Liquidambar macrophylla, Gunnera killipiana, Alnus acuminata ssp. arguata, Hedyosmum mexicanum and giant Ulmus mexicana, Plantus mexicana","Giant tree. Figs on upper branches, green",,d31828cc-170e-4dbf-8037-2049e0a68c04,0d62893e-f641-44aa-b402-afc0cb9cb593,,,,
http://fm-digital-assets.fieldmuseum.org/2818/059/V0616195F.jpg,V0616195F,Mexico,6 May 1974,,"Vazquez, Brigada",Brigada Vazquez,142549,"Brigada Vazquez (Vazquez, Brigada)",Brigada Vázquez (HUH),18252,False|Unlisted_M,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Label obscured: fix when we get more specimens collected from same site,2818059,Ficus aurea,31611,,617,1791748,06-05-1974,,06-05-1974,1974,In Range,4361,Veracruz,,"Brecha Hnos. Cedillo-la [Escara], Hidalgotitlan",150.0,,Metres,,,,"Epifito; Selva alta perennifolia, primaria, suelo somero arcilloso grisaceo, rocas calizas aflorantes","Arbol, perenne, 10 m., escasa, nom. vul. Amate",8b252e35-8098-4e52-bfdd-082fbf33bb5e,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/094/V0616196F.jpg,V0616196F,Mexico,14 Apr 1972,,,J. I. Calzada,,J. I. Calzada (nan),Juan I. Calzada (HUH),47552,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818094,Ficus aurea,31611,,757,1820565,14-04-1972,,14-04-1972,1972,In Range,4361,Veracruz,,"Estacion Biologica de los Tuxtlas, Unam",,,,,,,"Selva alta perennifolia, primaria, suelo negro arcilloso, calido","Arbol, perenne, 20 m., escasa, fruto verde muy chico, nom. vul. Amate, uso no se le conocen. ",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2817/973/V0616197F.jpg,V0616197F,Mexico,00 00 1791,,,Thaddaeus Haenke,,Thaddaeus Haenke (nan),,,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817973,Ficus aurea,31611,,1390,834663,1791,1791,,1791,Collector Not Found,4030,,,,,,,,,,,,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/092/V0616198F.jpg,V0616198F,Mexico,25 Feb 1966,,"Laughlin, Robert Moody",Robert M. Laughlin,115085,"Robert M. Laughlin (Laughlin, Robert Moody)",Robert M. Laughlin (HUH),67098,False|Unlisted_M,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818092,Ficus aurea,31611,,303,1667172,25 February 1966,,25 February 1966,1966,In Range,4214,Chiapas,Venustiano Carranza,along Rio Grijalva in San Lucas. Municipio of Venustiano Carranza,2200.0,,Feet,,,,Wooded slope,Tree 45 feet tall,42fcfd2a-d655-41d2-a551-64c7b5f0ea4f,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/037/V0616199F.jpg,V0616199F,Mexico,18 Jun 1972,,,A. Lot,,A. Lot (nan),Antonio Lot Helgueras (HUH),15594,False|Unlisted,True,True|Mexico,True,False,False,False,False|No-team-data,Name|Country|Date,,y colaboradores,,y colaboradores (nan),,,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,False|NoMatch,NoMatch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818037,Ficus aurea,31611,,1784,1731142,18/06/1972,,18/06/1972,1972,In Range,4361,Veracruz,,"1.8 km. Adelante de la Colonia el Recreo, Rumbo a Palma Sola",740.0,,Metres,,,,"Veg. Primaria; Selva alta subperennifolia; suelo negro arcilloso, piedras de origen volcanico. ",Abundante; Arbol; TAM. 20 M.; Perenne; Fruto. Verde,,,,,,,
http://fm-digital-assets.fieldmuseum.org/2817/957/V0616200F.jpg,V0616200F,Mexico,30 Aug 1979,,S. Avendaño Reyes,S. Avendano R.,108297,S. Avendano R.  (S. Avendaño Reyes),Sergio Avendaño Reyes (HUH),69675,True|108297,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|ID|Country|Date|Team,,G. Castillo C.,,G. Castillo C. (nan),Gonzalo Castillo Campos (HUH),34854,False|Unlisted,True,True|Mexico,True,True|1,False,False,False|No-team-data,Name|Country|Date|Team,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2817957,Ficus aurea,31611,,492,1880660,30-08-1979,,30-08-1979,1979,In Range,4361,Veracruz,Huatusco,Huatusco; Rio Seco; 1 km. al SO de la carretera; Huatusco-Coscomatepec.o,1450.0,,Metres,,19 08 N,96 59 W,Bosque Caducifolio; Primario; Cafe arcilloso,Abundante; arbol; 30 mts.; Fruto verde,65a5fda3-6726-4566-864d-d9dc5bcb3c68,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/021/V0616201F.jpg,V0616201F,Mexico,5 Jul 1967,,Alush Shilom Ton,Alush Shilom Ton,135565,Alush Shilom Ton (Alush Shilom Ton),Alonso Méndez Ton (HUH),10725,True|135565,True,True|Mexico,False,False|No-co-collectors,False,False,False|No-co-collectors,Name|ID|Country,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818021,Ficus aurea,31611,,2653,1678984,5 July 1967,,5 July 1967,1967,Out of Range,4214,Chiapas,La Trinitaria,eastern side of Lago Tsikaw in the region of the Lagos de Montebello. Municipio of La Trinitaria,4800.0,,Feet,,,,Densely wooded slope,Tree 45 feet tall,308d2d2c-5e3a-4fec-8f61-aad507d00e2f,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/033/V0616202F.jpg,V0616202F,Mexico,00 Sep 1979,,,M. Chazaro B.,,M. Chazaro B.  (nan),Miguel de J. Cházaro Basáñoez (HUH),57302,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818033,Ficus aurea,31611,,1218,1896399,Sept. 1979,,Sept. 1979,1979,In Range,4361,Veracruz,Jilotepec,Mun. Jilotepec. Malpais de La Concha,1000.0,,Metres,,,,Encinar primaria. Suelo grava volcanica,"Escaso. Arbol 25 m. Fruto verde. N.v. ""higuera""; Usos: sombra para cafe, fruto comestible",,,,,,,
http://fm-digital-assets.fieldmuseum.org/2818/124/V0616203F.jpg,V0616203F,Mexico,22 Jun 1972,,,R. Hernandez M.,,R. Hernandez M.  (nan),Rafael Hernández Magaña (HUH),65493,False|Unlisted,True,True|Mexico,True,False|No-co-collectors,False,False,False|No-co-collectors,Name|Country|Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2818124,Ficus aurea,31611,,1607,1720567,22/06/1972,,22/06/1972,1972,In Range,4361,Veracruz,Juchique de Ferrer,"Mun. Juchique Ferrer La Cima, Plan de Las Hayas",1500.0,,Metres,,,,Asociada con Encinos y Liquidambar; Suelo Pedregoso,Abund. Regular arbol; Tam. 25-30 m.; usos fruto comestible,,,,,,,
