ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab
11,http://fm-digital-assets.fieldmuseum.org/1825/097/C0669879F.jpg,3961457,C0669879F,142528.0,,Polypodium,piloselloides,,,,6795,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,11.0,382925.0,101053.0,14.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
12,http://fm-digital-assets.fieldmuseum.org/1208/897/33409.jpg,217239,,,,Heteropterys,appendiculata,,,,,1816,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,12.0,36631.0,36618.0,15.0,4116.0,Lambert,Lambert,,,Lambert,Person,Botany Pilot Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,http://fm-digital-assets.fieldmuseum.org/1208/967/33428.jpg,225976,,,,Nissolia,robiniaefolia,,,,,1816,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,13.0,52230.0,90368.0,16.0,4116.0,Lambert,Lambert,,,Lambert,Person,Botany Pilot Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,http://fm-digital-assets.fieldmuseum.org/1220/808/33855.jpg,236087,,,,Badula,caribaea,,,,14,,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,14.0,8562.0,283196.0,17.0,51058.0,Lansdown Guilding,L. Guilding,Lansdown,,Guilding,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,http://fm-digital-assets.fieldmuseum.org/1845/395/C0354646F.jpg,3981681,C0354646F,142517.0,,Tectaria,martinicensis,,,,6729,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,15.0,624005.0,,18.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
16,http://fm-digital-assets.fieldmuseum.org/1796/655/C0668190F.jpg,3943543,C0668190F,142547.0,,Trichomanes,punctatum,,,,6854,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,16.0,383821.0,92928.0,19.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
17,http://fm-digital-assets.fieldmuseum.org/1796/724/C0668240F.jpg,3943593,C0668240F,142553.0,,Trichomanes,membranaceum,,,,6861,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,17.0,79332.0,92928.0,20.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
18,http://fm-digital-assets.fieldmuseum.org/1841/064/C0362262F.jpg,3978595,C0362262F,142532.0,,Dryopteris,decussata,,,,6805,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,18.0,609568.0,89237.0,21.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
19,http://fm-digital-assets.fieldmuseum.org/1841/860/C0359074F.jpg,3979300,C0359074F,142564.0,,Cyclopeltis,semicordata,,,,6896,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,19.0,23030.0,8266.0,22.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
20,http://fm-digital-assets.fieldmuseum.org/1797/717/C0360886F.jpg,3945699,C0360886F,142550.0,,Cyathea,tenera,,,,6859,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,20.0,579787.0,88511.0,23.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
21,http://fm-digital-assets.fieldmuseum.org/1797/720/C0360887F.jpg,3945700,C0360887F,142557.0,,Cyathea,tenera,,,,6868,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,21.0,579787.0,88511.0,24.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
22,http://fm-digital-assets.fieldmuseum.org/1797/650/C0359507F.jpg,3945636,C0359507F,142507.0,,Cyathea,arborea,,,,6610,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,22.0,22783.0,88511.0,25.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
23,http://fm-digital-assets.fieldmuseum.org/1797/651/C0359508F.jpg,3945637,C0359508F,142575.0,,Cyathea,arborea,,,,6921,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,23.0,22783.0,88511.0,26.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
24,http://fm-digital-assets.fieldmuseum.org/1797/652/C0359509F.jpg,3945638,C0359509F,142579.0,,Cyathea,arborea,,,,6996a,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,24.0,22783.0,88511.0,27.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
25,http://fm-digital-assets.fieldmuseum.org/1797/960/C0668115F.jpg,3945885,C0668115F,142560.0,,Trichomanes,osmundoides,,,,6872a,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,25.0,79334.0,92928.0,28.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
26,http://fm-digital-assets.fieldmuseum.org/1798/066/C0668639F.jpg,3945976,C0668639F,142544.0,,Trichomanes,crispum,,,,6851,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,26.0,382886.0,92928.0,29.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
27,http://fm-digital-assets.fieldmuseum.org/1825/270/C0673959F.jpg,3961595,C0673959F,142597.0,,Polypodium,pectinatum,,,,s.n.,1896-01-15,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,27.0,599112.0,101053.0,30.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
28,http://fm-digital-assets.fieldmuseum.org/1842/056/C0669677F.jpg,3979446,C0669677F,142565.0,,Lellingeria,suspensa,,,,6901,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,28.0,614206.0,381020.0,31.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
29,http://fm-digital-assets.fieldmuseum.org/1842/067/C0669686F.jpg,3979455,C0669686F,142566.0,,Lellingeria,suspensa,,,,6901,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,29.0,614206.0,381020.0,32.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
30,http://fm-digital-assets.fieldmuseum.org/1842/255/C0674119F.jpg,3979639,C0674119F,142522.0,,Polypodium,loriceum,,,,6737,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,30.0,62716.0,101053.0,33.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
31,http://fm-digital-assets.fieldmuseum.org/1842/445/C0662531F.jpg,3979812,C0662531F,142552.0,,Anetium,citrifolium,,,,6860,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,31.0,4464.0,384488.0,34.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
32,http://fm-digital-assets.fieldmuseum.org/1842/813/C0668079F.jpg,3980156,C0668079F,1702948.0,,Pityrogramma,calomelanos,,,,26033,1965-03-01,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,32.0,61454.0,383202.0,35.0,568.0,George R. Proctor,G. R. Proctor,George,Richardson,Proctor,Person,Botany Master,ASA Botanist ID 101316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,http://fm-digital-assets.fieldmuseum.org/1845/165/C0669329F.jpg,3981493,C0669329F,142568.0,,Polypodium,mollissimum,,,,6901a,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,33.0,599100.0,101053.0,36.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
34,http://fm-digital-assets.fieldmuseum.org/1846/717/C0362483F.jpg,3982881,C0362483F,142513.0,,Thelypteris,poiteana,,,,6650,1890-01-15,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,34.0,77681.0,107298.0,37.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
35,http://fm-digital-assets.fieldmuseum.org/1847/459/C0363336F.jpg,3983494,C0363336F,142530.0,,Diplazium,lherminieri,,,,6803,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,35.0,686123.0,89236.0,38.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
36,http://fm-digital-assets.fieldmuseum.org/1847/460/C0363337F.jpg,3983495,C0363337F,142529.0,,Diplazium,lherminieri,,,,6802,1889,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,36.0,686123.0,89236.0,39.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
37,http://fm-digital-assets.fieldmuseum.org/1848/048/C0362768F.jpg,3984067,C0362768F,142580.0,,Thelypteris,tetragona,,,,7113,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,37.0,291139.0,107298.0,40.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
38,http://fm-digital-assets.fieldmuseum.org/1848/071/C0362791F.jpg,3984090,C0362791F,142503.0,,Thelypteris,tetragona,,,,6540,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,38.0,291139.0,107298.0,41.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
39,http://fm-digital-assets.fieldmuseum.org/1848/107/C0362827F.jpg,3984126,C0362827F,1523430.0,,Thelypteris,,,,,1338,1945-11-18,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,39.0,107298.0,107300.0,42.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,http://fm-digital-assets.fieldmuseum.org/1848/108/C0362828F.jpg,3984127,C0362828F,1523426.0,,Thelypteris,,,,,1366,1945-11-26,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,40.0,107298.0,107300.0,43.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,http://fm-digital-assets.fieldmuseum.org/1848/113/C0362833F.jpg,3984132,C0362833F,142539.0,,Thelypteris,,,,,6843,1890-01-15,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,41.0,107298.0,107300.0,44.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
42,http://fm-digital-assets.fieldmuseum.org/1848/115/C0362835F.jpg,3984134,C0362835F,142519.0,,Thelypteris,,,,,6732,1890-01-15,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,42.0,107298.0,107300.0,45.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
43,http://fm-digital-assets.fieldmuseum.org/1848/117/C0362837F.jpg,3984136,C0362837F,142505.0,,Thelypteris,,,,,6565,1889-12-27,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,43.0,107298.0,107300.0,46.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
44,http://fm-digital-assets.fieldmuseum.org/1848/130/C0362850F.jpg,3984149,C0362850F,1598005.0,,Thelypteris,tetragona,,,,8154,1962-01-15,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,44.0,291139.0,107298.0,47.0,34044.0,George R. Cooley,G. R. Cooley,George,Ralph,Cooley,Person,Botany Master,ASA Botanist ID 135649,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
45,http://fm-digital-assets.fieldmuseum.org/1990/035/C0293511F.jpg,4119428,C0293511F,142543.0,,Megalastrum,,,,,6848,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,45.0,47232.0,89249.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,http://fm-digital-assets.fieldmuseum.org/1982/825/C0383302F.jpg,4105847,C0383302F,1523538.0,,Asplenium,semicordatum,,,,1395,1945-11-30,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,46.0,597411.0,84708.0,48.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,http://fm-digital-assets.fieldmuseum.org/1982/826/C0383303F.jpg,4105848,C0383303F,142554.0,,Asplenium,semicordatum,,,,6864,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,47.0,597411.0,84708.0,49.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
48,http://fm-digital-assets.fieldmuseum.org/1982/846/C0383322F.jpg,4105867,C0383322F,1523452.0,,Asplenium,serratum,,,,1356,1945-11-21,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,48.0,7162.0,84708.0,50.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,http://fm-digital-assets.fieldmuseum.org/1982/863/C0383339F.jpg,4105884,C0383339F,142571.0,,Asplenium,serratum,,,,6906,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,49.0,7162.0,84708.0,51.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
50,http://fm-digital-assets.fieldmuseum.org/1989/675/C0359183F.jpg,4119121,C0359183F,142504.0,,Blechnum,occidentale,,,,6556,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,50.0,10399.0,85307.0,52.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
51,http://fm-digital-assets.fieldmuseum.org/1991/602/C0358573F.jpg,4120696,C0358573F,142562.0,,Pecluma,bourgeauana,,,,6883,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,51.0,698731.0,56586.0,53.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
52,http://fm-digital-assets.fieldmuseum.org/1989/618/C0359127F.jpg,4119065,C0359127F,142587.0,,Blechnum,serrulatum,,,,s.n.,1880-02-19,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,52.0,10403.0,85307.0,54.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
53,http://fm-digital-assets.fieldmuseum.org/1992/011/C0361484F.jpg,4121108,C0361484F,142540.0,,Ctenitis,ampla,,,,6843,,,s.d.,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,53.0,22243.0,89234.0,55.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
54,http://fm-digital-assets.fieldmuseum.org/1796/601/C0668548F.jpg,3943493,C0668548F,1523383.0,,Nephrolepis,brownii,,,,1393,1945-11-30,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,54.0,598833.0,89241.0,56.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,http://fm-digital-assets.fieldmuseum.org/1796/607/C0668554F.jpg,3943499,C0668554F,1702954.0,,Nephrolepis,brownii,,,,26104,1965-03-05,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,55.0,598833.0,89241.0,57.0,568.0,George R. Proctor,G. R. Proctor,George,Richardson,Proctor,Person,Botany Master,ASA Botanist ID 101316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,http://fm-digital-assets.fieldmuseum.org/1797/440/C0678039F.jpg,3945427,C0678039F,142584.0,,Elaphoglossum,,,,,12,1890-01-15,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,56.0,95615.0,89249.0,58.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
57,http://fm-digital-assets.fieldmuseum.org/1824/703/C0360814F.jpg,3961230,C0360814F,142526.0,,Olfersia,cervina,,,,6766,1889-12-20,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,57.0,53138.0,383875.0,59.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
58,http://fm-digital-assets.fieldmuseum.org/1825/184/C0669954F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1825/185/C0669954F_b.jpg,3961515,C0669954F,885859.0,,Pleopeltis,astrolepis,,,,589,1936-09-20,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,58.0,61741.0,101052.0,60.0,54955.0,Manuel Quirós Calvo,M. Quirós C.,Manuel,,Quirós Calvo,Person,Botany Master,ASA Botanist ID 149281,,"M. Quirós
M. Quirós Calvo",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
59,http://fm-digital-assets.fieldmuseum.org/1825/193/C0669962F.jpg,3961523,C0669962F,1598017.0,,Pleopeltis,astrolepis,,,,8202B,1962-01-20,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,59.0,61741.0,101052.0,61.0,34044.0,George R. Cooley,G. R. Cooley,George,Ralph,Cooley,Person,Botany Master,ASA Botanist ID 135649,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
60,http://fm-digital-assets.fieldmuseum.org/1840/942/C0354724F.jpg,3978472,C0354724F,1702993.0,,Thelypteris,balbisii,,,,26119,1965-03-05,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,60.0,77625.0,107298.0,62.0,568.0,George R. Proctor,G. R. Proctor,George,Richardson,Proctor,Person,Botany Master,ASA Botanist ID 101316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,http://fm-digital-assets.fieldmuseum.org/1840/943/C0354725F.jpg,3978473,C0354725F,1702994.0,,Thelypteris,balbisii,,,,26119,1965-03-05,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,61.0,77625.0,107298.0,63.0,568.0,George R. Proctor,G. R. Proctor,George,Richardson,Proctor,Person,Botany Master,ASA Botanist ID 101316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,http://fm-digital-assets.fieldmuseum.org/1881/423/C0358857F.jpg,4021069,C0358857F,1523381.0,,Tectaria,trifoliata,,,,1385,1945-11-29,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,62.0,77029.0,89246.0,64.0,62170.0,Pamela Beard,P. Beard,Pamela,,Beard,Person,Botany Master,ASA Botanist ID 132892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,http://fm-digital-assets.fieldmuseum.org/1881/442/C0358885F.jpg,4021088,C0358885F,1597987.0,,Trichomanes,alatum,,,,8617,1962-04-12,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,63.0,624969.0,92928.0,65.0,568.0,George R. Proctor,G. R. Proctor,George,Richardson,Proctor,Person,Botany Master,ASA Botanist ID 101316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,http://fm-digital-assets.fieldmuseum.org/1881/548/C0358945F.jpg,4021188,C0358945F,1702951.0,,Odontosoria,flexuosa,,,,26121,1965-03-05,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,64.0,685149.0,382255.0,66.0,568.0,George R. Proctor,G. R. Proctor,George,Richardson,Proctor,Person,Botany Master,ASA Botanist ID 101316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,http://fm-digital-assets.fieldmuseum.org/1797/678/C0360834F.jpg,3945661,C0360834F,1703008.0,,Cyathea,arborea,,,,26114,1965-03-05,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,65.0,22783.0,88511.0,67.0,568.0,George R. Proctor,G. R. Proctor,George,Richardson,Proctor,Person,Botany Master,ASA Botanist ID 101316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,http://fm-digital-assets.fieldmuseum.org/1798/061/C0668634F.jpg,3945971,C0668634F,142525.0,,Trichomanes,crispum,,,,6762,1890-01-15,,,16488,,,,,,Saint Vincent And The Grenadines,,,,,,,3491,66.0,382886.0,92928.0,68.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
67,http://fm-digital-assets.fieldmuseum.org/1996/420/C0384766F.jpg,4124951,C0384766F,142506.0,,Selaginella,flabellata,,,,6569,1890-01-15,,,16484,,,,,Mount Saint Andrew,Saint Vincent And The Grenadines,,,,,,,3491,67.0,622827.0,104651.0,69.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
