ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab,col_5_ColCollectorRef_key,col_5_Collector_irn,col_5_NamFullName,col_5_NamBriefName,col_5_NamFirst,col_5_NamMiddle,col_5_NamLast,col_5_NamPartyType,col_5_NamSource,col_5_NamExternalReferences_tab,col_5_NamOrganisationOtherNames_tab,col_5_NamOtherNames_tab,col_5_NamRoles_tab
46,,170437,,,,Erythroxylum,pedicellare,,,,5723,,,,231484,900.0,,2953.0,,In declivibus rupestre-Loma Mensura -Sierra de Nipe-,Cuba,Santiago de Cuba,,,,,,2937,46.0,114926.0,89651.0,,,,61.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,170439,,,,Erythroxylum,pedicellare,,,,19274,,,,231485,,,,,Serpentine barrens. Sierra de Nipe,Cuba,Santiago de Cuba,,,,,,2937,47.0,114926.0,89651.0,,,,62.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,63.0,13058.0,Brother Alain H. Liogier,Bro. A. H. Liogier,Alain,Henri,Liogier,Person,Botany Master,ASA Botanist ID 101226,,"A. Liogier
Enrique Eugenio Liogier
Enrique Eugenio Liogier Allut
Enrique Eugenio Liogier y Allut
Enrique Liogier
Henri Alain Liogier
Hermano Enrique E. Alain",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,,170433,,,,Erythroxylum,pedicellare,,,,3561,,,,231486,,,,,"Sierra de Nipe, Cayo del Rey, Pinar Colorado",Cuba,Santiago de Cuba,,,,,,2937,48.0,114926.0,89651.0,,,,64.0,47368.0,José P. Carabia,J. P. Carabia,José,Perez,Carabia,Person,Botany Master,,,J. P. Carabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,170436,,,,Erythroxylum,pedicellare,,,,4779,,,,231487,,,,,Sierra de Nipe. In carrascales ad Rio Trail,Cuba,Santiago de Cuba,,,,,,2937,49.0,114926.0,89651.0,,,,65.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,http://fm-digital-assets.fieldmuseum.org/137/545/V0075025F.jpg,339500,V0075025F,2241563,,Copernicia,brittonorum,,sabaloense,Variety,16145,1934-08-21,,,2634,,,,,"El Sabalo, Sabanalamar",Cuba,,,,,,,2610,50.0,84383.0,84381.0,,,,66.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,http://fm-digital-assets.fieldmuseum.org/137/544/V0075024F.jpg,339501,V0075024F,2241564,,Copernicia,brittonorum,,sabaloense,Variety,16145,1934-08-21,,,2634,,,,,"El Sabalo, Sabanalamar",Cuba,,,,,,,2610,51.0,84383.0,84381.0,,,,67.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,http://fm-digital-assets.fieldmuseum.org/137/562/V0075042F.jpg,339369,V0075042F,2110523,,Copernicia,textilis,,,,14980,1931-07-22,,,2642,,,,,"Guasimal, near Rio Zaza",Cuba,,,,,,,2610,52.0,84402.0,84378.0,,,,68.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,http://fm-digital-assets.fieldmuseum.org/58/461/V0062241F.jpg,144304,V0062241F,1474110,,Dendrophthora,picotensis,,,,15610,1922-06-02,,,3010,,,,,Bayate,Cuba,Oriente,,,,,,3004,53.0,95657.0,95655.0,,,,69.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,http://fm-digital-assets.fieldmuseum.org/2054/880/V0363116F.jpg,4059490,V0363116F,248643,,Drypetes,mucronata,,,,371,,,,603921,,,,,near Punta Brava,Cuba,Matanzas,,,,,,2973,54.0,686848.0,26379.0,,,,70.0,29544.0,Ferdinand I. X. Rugel,F. Rugel,Ferdinand,Ignatius Xavier,Rugel,Person,Botany Master,ASA Botanist ID 166511 | 137613,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,157659,,,,Erythroxylum,havanense,,,,477,,,,230754,,,,,,Cuba,,,,,,,2610,55.0,28589.0,89651.0,,,,71.0,38445.0,A. Jamain,A. Jamain,A.,,Jamain,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,157660,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,56.0,28589.0,89651.0,,,,72.0,38445.0,A. Jamain,A. Jamain,A.,,Jamain,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,157719,,,,Erythroxylum,havanense,,,,1998,,,,230754,,,,,,Cuba,,,,,,,2610,57.0,28589.0,89651.0,,,,73.0,44205.0,Jean J. Linden,J. Linden,Jean,Jules,Linden,Person,Botany Master,ASA Botanist ID 101253,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,157775,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,58.0,28589.0,89651.0,,,,74.0,105592.0,Merat,Merat,,,Merat,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,157829,,,,Erythroxylum,havanense,,,,1839,,,,230754,,,,,,Cuba,,,,,,,2610,59.0,28589.0,89651.0,,,,75.0,105701.0,Parcyss,Parcyss,,,Parcyss,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,157942,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,60.0,28589.0,89651.0,,,,76.0,26709.0,Eduard F. Poeppig,E. F. Poeppig,Eduard,Friedrich,Poeppig,Person,Botany Master,ASA Botanist ID 102269,,E. Poeppig,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,157947,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,61.0,28589.0,89651.0,,,,77.0,26709.0,Eduard F. Poeppig,E. F. Poeppig,Eduard,Friedrich,Poeppig,Person,Botany Master,ASA Botanist ID 102269,,E. Poeppig,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,157962,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,62.0,28589.0,89651.0,,,,78.0,26709.0,Eduard F. Poeppig,E. F. Poeppig,Eduard,Friedrich,Poeppig,Person,Botany Master,ASA Botanist ID 102269,,E. Poeppig,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,157966,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,63.0,28589.0,89651.0,,,,79.0,26709.0,Eduard F. Poeppig,E. F. Poeppig,Eduard,Friedrich,Poeppig,Person,Botany Master,ASA Botanist ID 102269,,E. Poeppig,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,157988,,,,Erythroxylum,havanense,,,,257,,,,230754,,,,,,Cuba,,,,,,,2610,64.0,28589.0,89651.0,,,,80.0,12589.0,Achille Richard,A. Richard,Achille,,Richard,Person,Botany Master,ASA Botanist ID 100589,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,158031,,,,Erythroxylum,havanense,,,,251,,,,230754,,,,,,Cuba,,,,,,,2610,65.0,28589.0,89651.0,,,,81.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,158040,,,,Erythroxylum,havanense,,,,412,,,,230754,,,,,,Cuba,,,,,,,2610,66.0,28589.0,89651.0,,,,82.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,158042,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,67.0,28589.0,89651.0,,,,83.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,158043,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,68.0,28589.0,89651.0,,,,84.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,158580,,,,Erythroxylum,havanense,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,69.0,28589.0,89651.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,160925,,,,Erythroxylum,alaternifolium,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,70.0,28454.0,89651.0,,,,85.0,38445.0,A. Jamain,A. Jamain,A.,,Jamain,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,160979,,,,Erythroxylum,alaternifolium,,,,256,,,,230754,,,,,,Cuba,,,,,,,2610,71.0,28454.0,89651.0,,,,86.0,12589.0,Achille Richard,A. Richard,Achille,,Richard,Person,Botany Master,ASA Botanist ID 100589,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,161276,,,,Erythroxylum,areolatum,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,72.0,28468.0,89651.0,,,,87.0,105592.0,Merat,Merat,,,Merat,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,161339,,,,Erythroxylum,areolatum,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,73.0,28468.0,89651.0,,,,88.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,161427,,,,Erythroxylum,areolatum,,,,2140,1860,1864,,230754,,,,,,Cuba,,,,,,,2610,74.0,28468.0,89651.0,,,,89.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,165689,,,,Erythroxylum,confusum,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,75.0,117001.0,89651.0,,,,90.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,171459,,,,Erythroxylum,rotundifolium,,,,146,,,,230754,,,,,,Cuba,,,,,,,2610,76.0,28725.0,89651.0,,,,91.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,171465,,,,Erythroxylum,rotundifolium,,,,s.n.,,,,230754,,,,,,Cuba,,,,,,,2610,77.0,28725.0,89651.0,,,,92.0,65699.0,Ramón d. l. Sagra,R. de la Sagra,Ramón,de la,Sagra,Person,Botany Master,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,160886,,186175,,Erythroxylum,alaternifolium,,,,611,,,,230837,,,,,Madruga,Cuba,,,,,,,2610,78.0,28454.0,89651.0,,,,93.0,59546.0,Nathaniel L. Britton,N. L. Britton,Nathaniel,Lord,Britton,Person,Botany Master,ASA Botanist ID 100068,,,Collector (Botany),94.0,1106.0,Elizabeth G. Britton,E. G. Britton,Elizabeth,Gertrude,Britton,Person,Botany Master,ASA Botanist ID 101082,,Mrs. N. L. Britton,Collector (Botany),95.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,
79,,165716,,,,Erythroxylum,coriaceum,,,,3085,,,,231357,400.0,500.0,1312.0,1640.0,"Sierra Nipe, along trail Piedra Gorda to Woodfred. Serpentine Formation",Cuba,Oriente,,,,,,3004,79.0,28521.0,89651.0,,,,96.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,http://fm-digital-assets.fieldmuseum.org/1537/045/V0321068F_a.jpg|http://fm-digital-assets.fieldmuseum.org/1537/047/V0321068F.jpg,145940,V0321068F,79063,,Pinus,cubensis,,,,108,,,s.d.,2915,,,,,,Cuba,,,22.1333,22  08 00 N,-82.4667,82 28 00 W,2610,80.0,59651.0,7.0,,,,97.0,47183.0,José Blain,J. Blain,José,,Blain,Person,Botany Master,ASA Botanist ID 143438,,Don José Blain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,http://fm-digital-assets.fieldmuseum.org/219/521/V0092043F.jpg,144882,V0092043F,2108220,,Copernicia,escurzana,,,,14607,1930-07-31,,,2620,,,,,Anton Recio,Cuba,,,,,,,2610,81.0,20272.0,84378.0,,,,98.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,http://fm-digital-assets.fieldmuseum.org/219/538/V0092054F.jpg,144872,V0092054F,2108212,,Copernicia,sueroana,,,,14727,1930-12-,,,2621,,,,,Anton Recio & Yaguaramas,Cuba,,,,,,,2610,82.0,84400.0,84378.0,,,,99.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,http://fm-digital-assets.fieldmuseum.org/219/539/V0092055F.jpg,144873,V0092055F,2108213,,Copernicia,sueroana,,,,14727,1930-12-,,,2621,,,,,Anton Recio & Yaguaramas,Cuba,,,,,,,2610,83.0,84400.0,84378.0,,,,100.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,http://fm-digital-assets.fieldmuseum.org/227/250/V0074498F.jpg,272927,V0074498F,184768,,Verbena,domingensis,,cubensis,Variety,677,1905-03-13,,,2625,,,,,Campo Florido,Cuba,,,,,,,2610,84.0,80805.0,414527.0,,,,101.0,14211.0,Allen H. Curtiss,A. H. Curtiss,Allen,Hiram,Curtiss,Person,Botany Master,ASA Botanist ID 137553,,A. Curtiss,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,http://fm-digital-assets.fieldmuseum.org/137/541/V0075021F.jpg,144434,V0075021F,2108235,,Copernicia,brittonorum,,acuta,Variety,15471,1932-03-,,,2627,,,,,"Castillo de Jagua,Cienfuegos",Cuba,,,,,,,2610,85.0,84382.0,84381.0,,,,102.0,50674.0,L. H. Rivero,L. H. Rivero,L.,H.,Rivero,Person,Botany Pilot Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,http://fm-digital-assets.fieldmuseum.org/140/473/V0058986F.jpg,145131,V0058986F,912536,,Ateleia,cubensis,,,,144,1856,1857,,2632,,,,,Cuba Oriental,Cuba,,,,,,,2610,86.0,89958.0,89957.0,,,,103.0,21061.0,Charles (Carlos) Wright,C. Wright,Charles (Carlos),,Wright,Person,Botany Master,ASA Botanist ID 150088,,"Ch. Wright
Chas. Wright",Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,http://fm-digital-assets.fieldmuseum.org/219/540/V0092056F.jpg,144883,V0092056F,2108221,,Copernicia,sueroana,,semiorbicularis,Variety,15747,1932-07-07,,,2633,,,,,Dumanuecos,Cuba,,,,,,,2610,87.0,84401.0,84400.0,,,,104.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,http://fm-digital-assets.fieldmuseum.org/137/543/V0075023F.jpg,144866,V0075023F,2108204,,Copernicia,brittonorum,,sabaloense,Variety,16145,1934-08-21,,,2634,,,,,"El Sabalo, Sabanalamar",Cuba,,,,,,,2610,88.0,84383.0,84381.0,,,,105.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,http://fm-digital-assets.fieldmuseum.org/137/542/V0075022F.jpg,144863,V0075022F,2108201,,Copernicia,brittonorum,,sabaloense,Variety,16145,1934-08-21,,,2634,,,,,"El Sabalo, Sabanalamar",Cuba,,,,,,,2610,89.0,84383.0,84381.0,,,,106.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,http://fm-digital-assets.fieldmuseum.org/142/075/V0077044F.jpg,144895,V0077044F,2108205,,Copernicia,baileyana,,laciniosa,Variety,16305,1935-07-26,,,2635,,,,,Finca Concepcion,Cuba,,,,,,,2610,90.0,84380.0,84379.0,,,,107.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,http://fm-digital-assets.fieldmuseum.org/137/564/V0075044F.jpg,144918,V0075044F,2159423,,Copernicia,yarey,,robusta,Variety,16010,1933-12-28,,,2641,,,,,"Finca Sabanalamar, Manati",Cuba,,,,,,,2610,91.0,84407.0,84406.0,,,,108.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,252523,,,,Euphorbiodendron,linearifolium,,,,3092,1909-12-08,,,611603,400.0,500.0,1312.0,1640.0,"Sierra Nipe, along trail Piedra Gorda to Woodfred",Cuba,,,,,,,2610,92.0,30945.0,284213.0,,,,109.0,41180.0,John A. Shafer,J. A. Shafer,John,Adolph,Shafer,Person,Botany Master,ASA Botanist ID 101219 | 149307,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,http://fm-digital-assets.fieldmuseum.org/219/545/V0092061F.jpg,144899,V0092061F,2108236,,Copernicia,yarey,,robusta,Variety,16010,1934-12-28,,,2641,,,,,"Finca Sabanalamar, Manati",Cuba,,,,,,,2610,93.0,84407.0,84406.0,,,,110.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,http://fm-digital-assets.fieldmuseum.org/137/561/V0075041F.jpg,144889,V0075041F,2108225,,Copernicia,textilis,,,,14980,1931-07-21,,,2642,,,,,"Guasimal, near Rio Zaza",Cuba,,,,,,,2610,94.0,84402.0,84378.0,,,,111.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,http://fm-digital-assets.fieldmuseum.org/219/541/V0092057F.jpg,144890,V0092057F,2108226,,Copernicia,textilis,,,,14980,1931-07-21,,,2642,,,,,"Guasimal, near Rio Zaza",Cuba,,,,,,,2610,95.0,84402.0,84378.0,,,,112.0,31920.0,Brother Joseph Sylvestre Sauget-Barbier León,Bro. León,Joseph Sylvestre,,Sauget-Barbier León,Person,Botany Master,ASA Botanist ID 101234 | 146141 | 142274,,"Frère Leon
Hermano León
Joseph Sylvestre
Joseph Sylvestre Sauget-Barbier
Sauget y Barbis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
