ecatalogue_key,DarImageURL,catalog_irn,ObjEcode,ObjObjectNumber,IdeFiledAsFamilyNumber,DarGenus,DarSpecies,DarSubspecies,DarInfraspecificEpithet,DarInfraspecificRank,ColCollectionNumber,ColEarliestDateCollected,ColLatestDateCollected,ColDateCollected,site_irn,LocElevationASLFromMt,LocElevationASLToMt,LocElevationASLFromFt,LocElevationASLToFt,PolLocality,PolPD1,PolPD2,PolPD3,LatPreferredCentroidLatDec,LatPreferredCentroidLatitude,LatPreferredCentroidLongDec,LatPreferredCentroidLongitude,site_parent_irn,taxon_1_IdeTaxonRef_key,taxon_1_taxon_irn,taxon_1_taxon_parent_irn,taxon_2_IdeTaxonRef_key,taxon_2_taxon_irn,taxon_2_taxon_parent_irn,col_1_ColCollectorRef_key,col_1_Collector_irn,col_1_NamFullName,col_1_NamBriefName,col_1_NamFirst,col_1_NamMiddle,col_1_NamLast,col_1_NamPartyType,col_1_NamSource,col_1_NamExternalReferences_tab,col_1_NamOrganisationOtherNames_tab,col_1_NamOtherNames_tab,col_1_NamRoles_tab,col_2_ColCollectorRef_key,col_2_Collector_irn,col_2_NamFullName,col_2_NamBriefName,col_2_NamFirst,col_2_NamMiddle,col_2_NamLast,col_2_NamPartyType,col_2_NamSource,col_2_NamExternalReferences_tab,col_2_NamOrganisationOtherNames_tab,col_2_NamOtherNames_tab,col_2_NamRoles_tab,col_3_ColCollectorRef_key,col_3_Collector_irn,col_3_NamFullName,col_3_NamBriefName,col_3_NamFirst,col_3_NamMiddle,col_3_NamLast,col_3_NamPartyType,col_3_NamSource,col_3_NamExternalReferences_tab,col_3_NamOrganisationOtherNames_tab,col_3_NamOtherNames_tab,col_3_NamRoles_tab,col_4_ColCollectorRef_key,col_4_Collector_irn,col_4_NamFullName,col_4_NamBriefName,col_4_NamFirst,col_4_NamMiddle,col_4_NamLast,col_4_NamPartyType,col_4_NamSource,col_4_NamExternalReferences_tab,col_4_NamOrganisationOtherNames_tab,col_4_NamOtherNames_tab,col_4_NamRoles_tab
180,http://fm-digital-assets.fieldmuseum.org/54/266/V0053726F.jpg,259352,V0053726F,1480827.0,,Maytenus,reynosioides,,,,6706,1926-08-21,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,180.0,47146.0,86580.0,,,,186.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,http://fm-digital-assets.fieldmuseum.org/54/342/V0053802F.jpg,268593,V0053802F,1480860.0,,Schaefferia,angustifolia,,,,H3949,1925-04-28,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,181.0,69209.0,286242.0,,,,187.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,http://fm-digital-assets.fieldmuseum.org/129/754/V0066257F.jpg,268875,V0066257F,450751.0,,Schoepfia,haitiensis,,,,1392,1905-08-05,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,182.0,69582.0,69576.0,,,,188.0,34081.0,George V. Nash,G. V. Nash,George,Valentine,Nash,Person,Botany Master,ASA Botanist ID 102821,,,Collector (Botany),189.0,612.0,Norman Taylor,N. Taylor,Norman,,Taylor,Person,Botany Master,ASA Botanist ID 124327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,http://fm-digital-assets.fieldmuseum.org/59/290/V0063080F.jpg,269537,V0063080F,1468197.0,,Sida,glabra,,setifera,Variety,6651,1926-08-15,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,183.0,71688.0,71687.0,,,,190.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,http://fm-digital-assets.fieldmuseum.org/46/406/V0047541F.jpg,270688,V0047541F,1470305.0,,Stenandrium,undulatum,,,,8437,1927-06-13,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,184.0,75000.0,286458.0,,,,191.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,http://fm-digital-assets.fieldmuseum.org/53/143/V0052583F.jpg,272177,V0052583F,1471930.0,,Tournefortia,oblongata,,,,1020,1924-07-19,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,185.0,78704.0,86003.0,,,,192.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,http://fm-digital-assets.fieldmuseum.org/53/144/V0052584F.jpg,272188,V0052584F,1471932.0,,Tournefortia,setifera,,,,10204,1928-06-29,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,186.0,78733.0,86003.0,,,,193.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,http://fm-digital-assets.fieldmuseum.org/60/337/V0064147F.jpg,272385,V0064147F,1469533.0,,Trichilia,stenophylla,,,,4497,1925-07-08,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,187.0,79200.0,96812.0,,,,194.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,http://fm-digital-assets.fieldmuseum.org/62/950/V0057341F.jpg,274003,V0057341F,1468374.0,,Bauhinia,divaricata,,angustiloba,Variety,10535,1928-08-21,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,188.0,9087.0,9086.0,,,,195.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,http://fm-digital-assets.fieldmuseum.org/53/179/V0052619F.jpg,274133,V0052619F,1471830.0,,Begonia,leuconeura,,,,4390,1925-06-25,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,189.0,9381.0,85228.0,,,,196.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,http://fm-digital-assets.fieldmuseum.org/58/939/V0062722F.jpg,258731,V0062722F,839997.0,,Malpighia,cnide,,ovalis,Variety,2770,1924-12-05,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,190.0,45548.0,413946.0,,,,197.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,http://fm-digital-assets.fieldmuseum.org/225/827/V0072771F.jpg,275193,V0072771F,86837.0,,Brunfelsia,picardae,,,,1334,1894-12-,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,191.0,11640.0,11600.0,,,,198.0,52123.0,Louis Picarda,L. Picarda,Louis,,Picarda,Person,Botany Master,ASA Botanist ID 118284,,L. Picarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,http://fm-digital-assets.fieldmuseum.org/58/827/V0062610F.jpg,275349,V0062610F,840047.0,,Bunchosia,hotteana,,,,10412,1928-07-23,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,192.0,11917.0,95847.0,,,,199.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,http://fm-digital-assets.fieldmuseum.org/63/021/V0057415F.jpg,275623,V0057415F,1468327.0,,Caesalpinia,sphaerosperma,,,,7054,1926-09-23,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,193.0,12500.0,90004.0,,,,200.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,http://fm-digital-assets.fieldmuseum.org/60/984/V0064831F.jpg,276024,V0064831F,1470277.0,,Calyptranthes,chrysophylloides,,minor,Variety,H8596,1927-07-17,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,194.0,13629.0,413380.0,,,,201.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,http://fm-digital-assets.fieldmuseum.org/60/992/V0064839F.jpg,276065,V0064839F,1470284.0,,Calyptranthes,salicifolia,,,,H8725,1927-07-28,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,195.0,13706.0,97462.0,,,,202.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,http://fm-digital-assets.fieldmuseum.org/222/042/V0068607F.jpg,276464,V0068607F,1486009.0,,Casasia,haitiensis,,,,4458,1925-07-04,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,196.0,14623.0,283480.0,,,,203.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,http://fm-digital-assets.fieldmuseum.org/34/583/5787.jpg,221397,,,,Lunania,tenuifolia,,,,3874,,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,197.0,44230.0,90698.0,,,,204.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,http://fm-digital-assets.fieldmuseum.org/34/587/5791.jpg,233947,,,,Samyda,oligostemon,,,,155,,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,198.0,68714.0,68709.0,,,,205.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,http://fm-digital-assets.fieldmuseum.org/226/673/V0073903F.jpg,256598,V0073903F,1471103.0,,Jacquinia,dichotoma,,,,4528,1925-07-10,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,199.0,40231.0,107303.0,,,,206.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,280240,,,,Cubanthus,umbelliformis,,,,4089,1925-05-22,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,200.0,22268.0,283828.0,,,,207.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,280241,,,,Cubanthus,umbelliformis,,,,4089,1925-05-22,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,201.0,22268.0,283828.0,,,,208.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,280242,,,,Cubanthus,umbelliformis,,,,4089,1925-05-22,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,202.0,22268.0,283828.0,,,,209.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,271614,,,,Tetragastris,balsamifera,,,,11669,1929-02-25,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,203.0,77309.0,86230.0,,,,210.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,http://fm-digital-assets.fieldmuseum.org/34/582/5786.jpg,221396,,,,Lunania,scopulorum,,,,9570,,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,204.0,44228.0,90698.0,,,,211.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,http://fm-digital-assets.fieldmuseum.org/46/217/V0047347F.jpg,249871,V0047347F,1470319.0,,Dyschoriste,diffusa,,glabrata,Variety,2246,1924-10-26,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,205.0,26625.0,413604.0,,,,212.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,http://fm-digital-assets.fieldmuseum.org/140/756/V0059273F.jpg,250531,V0059273F,1471394.0,,Erythrina,leptopoda,,,,1364,1924-08-07,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,206.0,28396.0,90172.0,,,,213.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,250883,,,,Erythroxylum,havanense,,haitiense,Variety,H6099,1926-05-13,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,207.0,28591.0,28589.0,,,,214.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,http://fm-digital-assets.fieldmuseum.org/61/196/V0065045F.jpg,251743,V0065045F,1470262.0,,Eugenia,nannophylla,,,,H4535,1925-07-10,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,208.0,29606.0,97464.0,,,,215.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,http://fm-digital-assets.fieldmuseum.org/222/483/V0069056F.jpg,252625,V0069056F,189178.0,,Exostema,elegans,,,,593,1893-05-26,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,209.0,31173.0,103692.0,,,,216.0,52123.0,Louis Picarda,L. Picarda,Louis,,Picarda,Person,Botany Master,ASA Botanist ID 118284,,L. Picarda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,http://fm-digital-assets.fieldmuseum.org/56/880/V0060567F.jpg,253594,V0060567F,1470337.0,,Gesneria,brachysepala,,,,10776,1928-10-04,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,210.0,33477.0,91171.0,,,,217.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,http://fm-digital-assets.fieldmuseum.org/53/025/V0052462F.jpg,254820,V0052462F,1471913.0,,Heliotropium,elegans,,,,4544,1925-07-02,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,211.0,36192.0,85994.0,,,,218.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,http://fm-digital-assets.fieldmuseum.org/53/180/V0052620F.jpg,274181,V0052620F,1471831.0,,Begonia,schulziana,,,,4513,1925-07-09,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,212.0,9491.0,85228.0,,,,219.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,http://fm-digital-assets.fieldmuseum.org/136/395/V0092163F.jpg,277650,V0092163F,839478.0,,Cestrum,farinosum,,,,7884,1927-03-17,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,213.0,16666.0,16608.0,,,,220.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,http://fm-digital-assets.fieldmuseum.org/221/891/V0068453F.jpg,256618,V0068453F,1486031.0,,Antirhea,cahasiana,,,,8537a,1927-06-24,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,214.0,5419.0,103676.0,,,,221.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,http://fm-digital-assets.fieldmuseum.org/34/580/5784.jpg,221392,,,,Lunania,mauritii,,,,1961,,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,215.0,44222.0,90698.0,,,,222.0,28720.0,Eugène Christ,E. Christ,Eugène,,Christ,Person,Botany Master,ASA Botanist ID 133309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,http://fm-digital-assets.fieldmuseum.org/1208/930/33419.jpg,233952,,,,Samyda,velutina,,,,,1815,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,216.0,68720.0,68709.0,,,,223.0,63580.0,Pierre A. Poiteau,P. A. Poiteau,Pierre,Antoine,Poiteau,Person,Botany Master,ASA Botanist ID 127538,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,http://fm-digital-assets.fieldmuseum.org/34/589/5793.jpg,245520,,,,Casearia,ehrenbergiana,,,,,,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,217.0,14661.0,90695.0,,,,224.0,19991.0,Carl A. Ehrenberg,C. A. Ehrenberg,Carl,August,Ehrenberg,Person,Botany Master,ASA Botanist ID 118270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,250884,,,,Erythroxylum,havanense,,haitiense,Variety,H6099,1926-05-13,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,218.0,28591.0,28589.0,,,,225.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,http://fm-digital-assets.fieldmuseum.org/56/208/V0055454F.jpg,258318,V0055454F,1471079.0,,Lyonia,microcarpa,,,,1609,1924-08-24,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,219.0,44749.0,285005.0,,,,226.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,http://fm-digital-assets.fieldmuseum.org/62/732/V0057121F.jpg,269035,V0057121F,1468756.0,,Securinega,abeggii,,,,4450,1925-07-03,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,220.0,70136.0,286311.0,,,,227.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,http://fm-digital-assets.fieldmuseum.org/61/708/V0056088F.jpg,279980,V0056088F,1470572.0,,Croton,gonaivensis,,,,9450,1927-12-22,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,221.0,21690.0,89693.0,,,,228.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,http://fm-digital-assets.fieldmuseum.org/61/714/V0056094F.jpg,280055,V0056094F,1470562.0,,Croton,nanus,,,,4543,1925-07-11,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,222.0,21843.0,89693.0,,,,229.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,http://fm-digital-assets.fieldmuseum.org/62/208/V0056594F.jpg,252203,V0056594F,1473965.0,,Euphorbia,excisa,,,,6986,1926-09-17,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,223.0,30680.0,89707.0,,,,230.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,206101,,141853.0,,Entada,,,,,,,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,224.0,90165.0,89880.0,,,,231.0,38023.0,Henrik F. A. von Eggers,H. F. A. von Eggers,Henrik,Franz Alexander,von Eggers,Person,Botany Master,ASA Botanist ID 101402 | 128795,,,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,http://fm-digital-assets.fieldmuseum.org/62/612/V0056999F.jpg,264381,V0056999F,1468734.0,,Phyllanthus,urbanianus,,,,10435,1928-07-27,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,225.0,59040.0,89723.0,,,,232.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,http://fm-digital-assets.fieldmuseum.org/34/585/5789.jpg,242515,,,,Xylosma,lineolata,,,,2279,,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,226.0,82914.0,90701.0,,,,233.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,http://fm-digital-assets.fieldmuseum.org/1220/820/33868.jpg,221821,,,,Macreightia,caribaea,,,,,,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,227.0,45139.0,285028.0,,,,234.0,4570.0,Nectoux,Nectoux,,,Nectoux,Person,Botany Pilot Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,260972,,,,Myrtus,barkerii,,,,9972,1928-05-17,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,228.0,51338.0,97489.0,,,,235.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,http://fm-digital-assets.fieldmuseum.org/1566/464/V0361156F.jpg,251842,V0361156F,1470271.0,,Eugenia,tiburona,,,,H10595,1928-08-26,,,3702,,,,,Haiti,Haiti,,,18.9756,18  58 32 N,-72.4903,72 29 25 W,21540,229.0,29842.0,97464.0,,,,236.0,28153.0,Erik L. Ekman,E. L. Ekman,Erik,Leonard,Ekman,Person,Botany Master,ASA Botanist ID 149789,,E. Ekman,Collector (Botany),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,171295,,,,Erythroxylum,rotundifolium,,,,11868,1929-01-12,1929-01-18,,232107,,,,,Baie des Moustieques. Vicinity of Cabaret,Haiti,,,,,,,3702,230.0,28725.0,89651.0,,,,237.0,27703.0,Emery C. Leonard,E. C. Leonard,Emery,Clarence,Leonard,Person,Botany Master,,,,,238.0,33428.0,Genevieve M. Leonard,G. M. Leonard,Genevieve,M.,Leonard,Person,Botany Master,,,G. M. Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,
